id,name,gender,age,city,state,job,income,score,loans
121575,Lucky Deep,Male,59,Ahmedabad,Gujarat,Salaried,125788,578,0
121576,Bishakha Deep,Male,31,Warangal,Telangana,Self Employed,142821,688,1
121577,Omisha Mittal,Male,25,Siliguri,West Bengal,Salaried,217682,715,3
121578,Anay Dara,Female,41,Nagpur,Maharashtra,Business Owner,184139,710,1
121579,Anvi Dhaliwal,Male,38,Coimbatore,Tamil Nadu,Professional,201047,710,2
121580,Abdul Patil,Male,24,Chennai,Tamil Nadu,Self Employed,166697,850,1
121581,Madhavi Nazareth,Female,31,Nagpur,Maharashtra,Salaried,63303,783,1
121582,Siya Sama,Male,41,New Delhi,Delhi,Salaried,79235,688,3
121583,Netra Chokshi,Female,30,Jabalpur,Madhya Pradesh,Salaried,119846,659,2
121584,Ishanvi Dash,Male,39,Thane,Maharashtra,Business Owner,136573,719,0
121585,Aarna Khanna,Female,59,Mumbai,Maharashtra,Business Owner,203707,757,3
121586,Orinder Dash,Female,45,Kolkata,West Bengal,Salaried,62665,641,0
121587,Deepa Keer,Female,49,Siliguri,West Bengal,Salaried,159160,657,0
121588,Avi Kothari,Male,27,Vadodara,Gujarat,Salaried,198625,611,1
121589,Radhika Sabharwal,Male,54,Kolkata,West Bengal,Salaried,186657,626,0
121590,Madhavi Sankaran,Female,24,Vadodara,Gujarat,Self Employed,59674,648,2
121591,Mason Ramanathan,Male,40,Hubballi,Karnataka,Business Owner,148213,559,4
121592,Bishakha Pai,Male,47,Indore,Madhya Pradesh,Salaried,130085,783,2
121593,Harshil Sehgal,Male,35,New Delhi,Delhi,Professional,158842,684,0
121594,Prisha Contractor,Female,48,Indore,Madhya Pradesh,Self Employed,142966,656,1
121595,Avni Swamy,Male,44,Ahmedabad,Gujarat,Salaried,146890,717,1
121596,Eshana Shan,Male,57,Siliguri,West Bengal,Salaried,200347,747,0
121597,Pavani Mittal,Female,30,Aurangabad,Maharashtra,Professional,195672,707,0
121598,Nakul Sant,Male,25,Warangal,Telangana,Business Owner,183888,621,2
121599,Banjeet Goswami,Male,30,Bengaluru,Karnataka,Salaried,137983,708,1
121600,Urvashi Sha,Male,22,Jodhpur,Rajasthan,Self Employed,89581,666,0
121601,Nirja Mall,Male,38,Coimbatore,Tamil Nadu,Self Employed,38521,666,1
121602,Gaurangi Mannan,Female,38,Surat,Gujarat,Professional,87111,578,0
121603,Upadhriti Raghavan,Male,42,Bhopal,Madhya Pradesh,Salaried,53939,712,2
121604,Chaitaly Menon,Male,48,Kolkata,West Bengal,Professional,36498,658,0
121605,Onveer Baria,Male,24,Hubballi,Karnataka,Business Owner,133075,633,0
121606,Ikbal Handa,Male,40,Coimbatore,Tamil Nadu,Salaried,83452,631,0
121607,Libni Vaidya,Female,58,Jaipur,Rajasthan,Salaried,172355,690,0
121608,Janaki Dutta,Male,47,Thane,Maharashtra,Salaried,133656,652,3
121609,Wahab Sundaram,Female,21,Pune,Maharashtra,Salaried,49253,602,0
121610,Aishani Ghose,Male,33,Surat,Gujarat,Self Employed,42134,728,0
121611,Bhavna Saini,Female,43,Surat,Gujarat,Self Employed,134953,553,1
121612,Utkarsh Munshi,Male,56,Kolkata,West Bengal,Salaried,53439,806,0
121613,Ekalinga Tailor,Male,55,Warangal,Telangana,Salaried,204108,800,3
121614,Geetika Soman,Male,27,Siliguri,West Bengal,Salaried,108206,710,0
121615,Kritika Talwar,Male,52,New Delhi,Delhi,Business Owner,55757,700,1
121616,Reyansh Bassi,Female,60,Mysuru,Karnataka,Self Employed,209311,671,1
121617,Maanav Bawa,Male,52,Hubballi,Karnataka,Salaried,57988,736,0
121618,Balvan Loyal,Female,30,Jabalpur,Madhya Pradesh,Self Employed,29868,791,1
121619,Sai Bava,Male,39,Navi Mumbai,Maharashtra,Professional,128461,656,4
121620,Ubika Badami,Female,24,Agra,Uttar Pradesh,Salaried,124847,537,4
121621,George De,Female,26,Siliguri,West Bengal,Salaried,118038,594,2
121622,Jalsa Hayer,Male,34,Indore,Madhya Pradesh,Salaried,188181,678,0
121623,Yatin Thakkar,Male,60,Rajkot,Gujarat,Salaried,80632,792,3
121624,David Nigam,Female,50,Hubballi,Karnataka,Salaried,160274,604,3
121625,Hamsini Anne,Male,51,Ahmedabad,Gujarat,Self Employed,195334,717,1
121626,Neel Sunder,Male,35,Siliguri,West Bengal,Salaried,162382,631,1
121627,Jatin Behl,Male,38,Madurai,Tamil Nadu,Business Owner,41751,710,0
121628,Ryan Bobal,Female,42,Ahmedabad,Gujarat,Salaried,195769,763,1
121629,Bhavani Majumdar,Female,24,Lucknow,Uttar Pradesh,Salaried,32649,816,1
121630,Rachana Ramachandran,Male,41,Bengaluru,Karnataka,Business Owner,175613,739,0
121631,Lakshmi Madan,Male,45,Siliguri,West Bengal,Self Employed,163689,731,1
121632,Logan Bali,Female,31,Bhopal,Madhya Pradesh,Salaried,88332,680,2
121633,Ekantika Bhatnagar,Female,34,Warangal,Telangana,Salaried,159785,724,2
121634,Ijaya Chada,Male,32,Warangal,Telangana,Salaried,139854,700,0
121635,Nandini Nagar,Male,39,Kolkata,West Bengal,Salaried,101069,596,0
121636,Vamakshi Hegde,Female,32,Warangal,Telangana,Business Owner,28126,766,0
121637,Baljiwan Mahajan,Male,28,Mangaluru,Karnataka,Salaried,120091,767,0
121638,Dhruv Mitter,Male,22,Coimbatore,Tamil Nadu,Self Employed,23633,666,3
121639,Januja Dhawan,Male,53,Vadodara,Gujarat,Self Employed,168489,751,1
121640,Shivani Sarna,Female,48,Agra,Uttar Pradesh,Salaried,171950,588,0
121641,Daniel Bala,Female,31,Udaipur,Rajasthan,Salaried,107384,770,1
121642,Harita Madan,Male,46,Bhopal,Madhya Pradesh,Self Employed,137346,767,0
121643,Daksh Ray,Female,52,Mangaluru,Karnataka,Salaried,203584,574,0
121644,Harini Soman,Female,42,Nashik,Maharashtra,Business Owner,94090,686,0
121645,Wriddhish Jhaveri,Male,33,New Delhi,Delhi,Self Employed,160327,656,3
121646,Quincy Hari,Male,57,New Delhi,Delhi,Salaried,207891,720,1
121647,Chameli Hari,Female,24,Bhopal,Madhya Pradesh,Salaried,212398,741,1
121648,Qushi Batra,Male,25,Bengaluru,Karnataka,Self Employed,25518,668,0
121649,Mohammed Ahluwalia,Female,28,Siliguri,West Bengal,Self Employed,47903,574,3
121650,Wakeeta Sachar,Female,60,Rajkot,Gujarat,Salaried,150395,633,0
121651,Kai Barad,Male,47,Kolkata,West Bengal,Salaried,109529,602,4
121652,Azad Sehgal,Female,33,Siliguri,West Bengal,Salaried,161640,543,0
121653,Upma Khanna,Female,40,Thane,Maharashtra,Salaried,63108,671,4
121654,Oni Yadav,Female,42,Hyderabad,Telangana,Salaried,154638,558,0
121655,Wyatt Chana,Female,40,Delhi,Delhi,Salaried,167744,771,4
121656,Riya Saran,Male,52,Jodhpur,Rajasthan,Self Employed,34039,694,1
121657,Saumya Atwal,Male,39,Udaipur,Rajasthan,Professional,22130,752,1
121658,Leena Sankar,Female,48,Surat,Gujarat,Salaried,24660,657,0
121659,Chaitanya Nayar,Male,60,New Delhi,Delhi,Business Owner,204823,615,0
121660,Warjas Bhattacharyya,Male,56,Navi Mumbai,Maharashtra,Salaried,176156,652,1
121661,Raghav Mahal,Female,50,Indore,Madhya Pradesh,Salaried,137684,745,0
121662,Ekansh Ramachandran,Male,57,Mysuru,Karnataka,Salaried,122176,695,0
121663,Januja Bassi,Female,49,Kolkata,West Bengal,Business Owner,42525,808,3
121664,Reva Doshi,Female,58,Siliguri,West Bengal,Salaried,26533,679,1
121665,Oscar Dewan,Female,24,Kanpur,Uttar Pradesh,Salaried,28595,766,0
121666,Gayathri Nath,Male,48,Jabalpur,Madhya Pradesh,Self Employed,62685,693,3
121667,Daksha Chhabra,Male,33,Noida,Uttar Pradesh,Professional,178811,732,1
121668,Hemani Bassi,Male,40,Lucknow,Uttar Pradesh,Self Employed,64743,666,2
121669,Radha Rajagopalan,Male,58,Hyderabad,Telangana,Business Owner,44066,744,2
121670,Vincent Sagar,Female,44,Udaipur,Rajasthan,Self Employed,90111,614,1
121671,Amaira Arya,Male,54,Lucknow,Uttar Pradesh,Self Employed,76030,813,2
121672,Lajita Brar,Male,31,Kolkata,West Bengal,Business Owner,42889,657,0
121673,Tejas Dasgupta,Female,23,New Delhi,Delhi,Salaried,160812,749,0
121674,Rudra Kothari,Female,59,Delhi,Delhi,Self Employed,125528,640,0
121675,Sai Manne,Male,22,Hyderabad,Telangana,Self Employed,212110,596,1
121676,Orinder Walla,Female,30,New Delhi,Delhi,Professional,84904,629,0
121677,Amruta Kanda,Male,49,Siliguri,West Bengal,Salaried,117128,730,3
121678,Pranav Raju,Male,24,Jaipur,Rajasthan,Self Employed,142743,624,1
121679,Arunima Loke,Male,32,Jodhpur,Rajasthan,Salaried,20559,744,1
121680,Yashvi Chandran,Female,34,Jodhpur,Rajasthan,Salaried,217459,674,2
121681,Chasmum Mahajan,Female,33,Bengaluru,Karnataka,Business Owner,102748,692,2
121682,Gopal Narasimhan,Female,45,Jabalpur,Madhya Pradesh,Salaried,202554,805,3
121683,Yamini Rout,Male,51,Bengaluru,Karnataka,Salaried,155416,751,1
121684,Falak Chopra,Female,49,Bengaluru,Karnataka,Salaried,193890,572,0
121685,Nitara Shukla,Male,26,Mangaluru,Karnataka,Salaried,34923,644,2
121686,Andrew Sur,Male,27,Delhi,Delhi,Self Employed,193752,734,1
121687,Girish Sarna,Female,21,Chennai,Tamil Nadu,Self Employed,144415,760,3
121688,Pallavi Babu,Female,37,Delhi,Delhi,Salaried,36835,554,0
121689,Liam Padmanabhan,Male,50,Chennai,Tamil Nadu,Self Employed,93166,693,0
121690,David Ramaswamy,Male,50,Delhi,Delhi,Salaried,163024,667,3
121691,Nachiket Wali,Male,37,Kolkata,West Bengal,Salaried,178783,678,1
121692,Manbir Lanka,Male,52,Jabalpur,Madhya Pradesh,Professional,52988,655,1
121693,Ekalinga Muni,Female,22,Nagpur,Maharashtra,Salaried,83760,678,1
121694,Charan Rout,Male,43,Pune,Maharashtra,Business Owner,90152,794,0
121695,Ikshita Ramanathan,Female,58,Hubballi,Karnataka,Business Owner,130470,584,1
121696,Bachittar Badami,Male,43,Nashik,Maharashtra,Professional,197959,737,1
121697,Qabil Chowdhury,Female,30,Indore,Madhya Pradesh,Salaried,162277,725,0
121698,Sanaya Sama,Male,48,Jabalpur,Madhya Pradesh,Professional,173492,681,1
121699,Sai Amble,Female,23,Vadodara,Gujarat,Salaried,50355,756,0
121700,Nimrat Balakrishnan,Male,50,Hyderabad,Telangana,Salaried,88997,512,1
121701,Netra Om,Male,56,Indore,Madhya Pradesh,Business Owner,51804,712,1
121702,Ekaraj Dhar,Female,34,Warangal,Telangana,Self Employed,209733,824,0
121703,Rajata Sabharwal,Female,30,Thane,Maharashtra,Salaried,42130,751,0
121704,Gaurangi Sachar,Male,57,Warangal,Telangana,Self Employed,170746,760,1
121705,Devansh Dhaliwal,Female,37,Coimbatore,Tamil Nadu,Self Employed,199307,632,0
121706,Ekalinga Sami,Male,38,Siliguri,West Bengal,Salaried,138064,712,0
121707,Yachana Balan,Female,43,Warangal,Telangana,Self Employed,216279,740,1
121708,Lavanya Chopra,Female,23,Kolkata,West Bengal,Salaried,45937,642,1
121709,Praneel Doshi,Female,60,Hubballi,Karnataka,Salaried,94615,673,0
121710,Xalak Mangat,Male,35,Nashik,Maharashtra,Business Owner,66988,683,1
121711,Vidhi Verma,Male,26,Kolkata,West Bengal,Professional,181894,575,2
121712,Jason Kade,Female,21,Noida,Uttar Pradesh,Self Employed,75986,681,0
121713,Ethan Mahal,Female,36,Mangaluru,Karnataka,Business Owner,37954,692,2
121714,Anvi Lata,Male,44,Siliguri,West Bengal,Salaried,124030,618,3
121715,Vincent Nayar,Male,56,Rajkot,Gujarat,Salaried,59410,725,2
121716,Brijesh Desai,Female,38,Hyderabad,Telangana,Salaried,201229,620,3
121717,Laksh Chander,Female,24,Ahmedabad,Gujarat,Salaried,139498,693,1
121718,Harsh Loke,Male,25,Indore,Madhya Pradesh,Salaried,110393,543,1
121719,Hitesh Desai,Female,57,Coimbatore,Tamil Nadu,Salaried,208622,779,2
121720,Pranit Baria,Male,26,Bengaluru,Karnataka,Self Employed,140257,771,1
121721,Yadavi Thakur,Male,22,Jodhpur,Rajasthan,Business Owner,158217,696,1
121722,Ekansh Hayre,Female,29,Udaipur,Rajasthan,Self Employed,114541,640,2
121723,Om Prashad,Female,44,Siliguri,West Bengal,Self Employed,187867,755,0
121724,Gautam Kant,Male,52,Warangal,Telangana,Salaried,128469,699,0
121725,Aadhya Samra,Female,41,Mumbai,Maharashtra,Salaried,84781,635,0
121726,Unnati Vala,Female,24,Udaipur,Rajasthan,Salaried,20927,499,3
121727,Yasti Dutta,Male,52,Mumbai,Maharashtra,Salaried,204416,628,0
121728,Kabir Chopra,Male,36,Jaipur,Rajasthan,Salaried,102195,671,0
121729,Hema Gade,Female,53,Mangaluru,Karnataka,Salaried,140776,675,0
121730,Ojas Kamdar,Male,59,Jaipur,Rajasthan,Self Employed,209317,741,3
121731,Dominic Mukhopadhyay,Male,22,Indore,Madhya Pradesh,Salaried,194474,747,0
121732,Umang Buch,Male,33,Delhi,Delhi,Salaried,206883,756,0
121733,Janani Mukhopadhyay,Female,22,Siliguri,West Bengal,Self Employed,187867,647,1
121734,Siya Anand,Male,31,Madurai,Tamil Nadu,Self Employed,75427,777,0
121735,Yashvi Kari,Female,39,Jaipur,Rajasthan,Salaried,135674,682,0
121736,Owen Badal,Male,39,Warangal,Telangana,Self Employed,140862,821,1
121737,Balendra Murthy,Male,30,Chennai,Tamil Nadu,Salaried,213438,554,1
121738,Hema Mukherjee,Female,28,Nashik,Maharashtra,Salaried,33580,561,0
121739,Ojas Varkey,Female,57,Ahmedabad,Gujarat,Business Owner,70299,619,3
121740,Idika Bose,Female,33,Jabalpur,Madhya Pradesh,Salaried,31415,638,0
121741,Shaurya Wason,Male,57,Kanpur,Uttar Pradesh,Professional,69256,733,0
121742,Yashvi Madan,Female,54,Lucknow,Uttar Pradesh,Salaried,142754,588,2
121743,Faraj Aggarwal,Male,54,Madurai,Tamil Nadu,Salaried,65373,720,0
121744,Brinda Buch,Female,30,Ahmedabad,Gujarat,Self Employed,139392,743,2
121745,Shravya Sachdeva,Male,34,Hyderabad,Telangana,Self Employed,210910,783,1
121746,Pranav Sathe,Female,21,Chennai,Tamil Nadu,Salaried,51211,657,1
121747,Aayush Ahuja,Male,35,Pune,Maharashtra,Professional,82380,698,1
121748,Charles Chaudhuri,Female,21,Mangaluru,Karnataka,Self Employed,73971,612,4
121749,Darsh Sahota,Female,60,Coimbatore,Tamil Nadu,Business Owner,49587,809,1
121750,Manbir Divan,Male,22,Lucknow,Uttar Pradesh,Business Owner,59252,595,2
121751,Daksh Buch,Male,53,Delhi,Delhi,Salaried,190443,806,0
121752,Krishna Gera,Female,26,Kanpur,Uttar Pradesh,Self Employed,138962,654,4
121753,Gagan Sagar,Male,50,Rajkot,Gujarat,Salaried,119347,738,1
121754,Ucchal Khurana,Male,46,Thane,Maharashtra,Professional,156694,668,1
121755,Zilmil Cheema,Male,41,Warangal,Telangana,Self Employed,92691,633,1
121756,Jeevika Balay,Male,44,Bhopal,Madhya Pradesh,Salaried,29897,717,1
121757,Vritti Doctor,Male,30,Kolkata,West Bengal,Business Owner,61722,656,0
121758,Yahvi Badami,Male,23,Delhi,Delhi,Business Owner,145821,790,2
121759,Oni Palla,Male,39,Bhopal,Madhya Pradesh,Salaried,219559,627,0
121760,Gaurika Sandal,Male,46,Madurai,Tamil Nadu,Salaried,76344,632,1
121761,Kamala Kaul,Female,51,New Delhi,Delhi,Salaried,105385,838,0
121762,Arin Bedi,Male,28,Vadodara,Gujarat,Self Employed,151433,626,0
121763,Radhika Tailor,Female,42,Mumbai,Maharashtra,Business Owner,70990,850,3
121764,Nisha Biswas,Male,21,Warangal,Telangana,Salaried,209977,802,2
121765,Krishna Shankar,Female,27,Bhopal,Madhya Pradesh,Salaried,160064,803,4
121766,Eesha Kaur,Male,21,Madurai,Tamil Nadu,Professional,136543,779,0
121767,Aashi Kade,Male,21,Pune,Maharashtra,Business Owner,62344,684,2
121768,Priya Chandra,Male,32,Coimbatore,Tamil Nadu,Self Employed,60796,647,0
121769,Niharika Varughese,Male,48,Hyderabad,Telangana,Salaried,203763,729,1
121770,Arya Gera,Female,53,Bhopal,Madhya Pradesh,Self Employed,66665,713,4
121771,Yashica Pingle,Male,21,Chennai,Tamil Nadu,Business Owner,108023,780,1
121772,Wyatt Behl,Male,50,Nagpur,Maharashtra,Salaried,174306,739,3
121773,Chakrika Maharaj,Male,58,Coimbatore,Tamil Nadu,Professional,126368,735,1
121774,Naksh Lata,Female,37,Jabalpur,Madhya Pradesh,Salaried,117672,683,1
121775,Upadhriti Rattan,Female,39,Pune,Maharashtra,Business Owner,128997,535,0
121776,Nikita Roy,Female,31,Vadodara,Gujarat,Salaried,104505,744,2
121777,Jackson Wason,Female,54,Mangaluru,Karnataka,Salaried,190814,698,2
121778,Ubika Bansal,Female,52,Mumbai,Maharashtra,Salaried,199442,680,0
121779,Girik Bahri,Female,51,Delhi,Delhi,Salaried,125559,623,0
121780,Darpan Soman,Male,35,Mysuru,Karnataka,Professional,80018,693,0
121781,Saanvi Sarkar,Male,25,Madurai,Tamil Nadu,Salaried,131990,602,3
121782,Ekanta Parmer,Male,47,Indore,Madhya Pradesh,Business Owner,50172,622,2
121783,Jack Nayar,Male,59,Nagpur,Maharashtra,Business Owner,175934,692,0
121784,Vasudha Gandhi,Male,38,Jabalpur,Madhya Pradesh,Self Employed,201030,709,1
121785,Rayaan Lanka,Male,56,Nagpur,Maharashtra,Professional,82669,556,3
121786,Victor Sahota,Male,23,Bhopal,Madhya Pradesh,Professional,179259,593,1
121787,Ekbal Shetty,Male,42,Delhi,Delhi,Salaried,85415,653,4
121788,Watika Karpe,Male,40,Siliguri,West Bengal,Professional,126527,702,0
121789,Manthan Sundaram,Female,46,Mysuru,Karnataka,Salaried,103175,631,0
121790,Hemangini Balakrishnan,Male,44,Hubballi,Karnataka,Self Employed,123436,779,0
121791,Rayaan Padmanabhan,Female,46,Aurangabad,Maharashtra,Salaried,55431,737,0
121792,Jai Dugar,Female,34,Madurai,Tamil Nadu,Salaried,109226,835,0
121793,Jagvi Borde,Female,25,Hyderabad,Telangana,Self Employed,146288,781,2
121794,Azaan Chokshi,Male,49,Warangal,Telangana,Salaried,83616,680,1
121795,Qabil Mahajan,Male,46,Hubballi,Karnataka,Salaried,171950,735,1
121796,Girindra Kamdar,Male,52,Siliguri,West Bengal,Salaried,55542,712,1
121797,Gunbir Acharya,Male,56,Hyderabad,Telangana,Business Owner,218438,660,2
121798,Eta Venkatesh,Male,43,Udaipur,Rajasthan,Salaried,159408,608,0
121799,Suhani Shroff,Female,58,Hyderabad,Telangana,Salaried,82198,756,1
121800,Dakshesh Chanda,Female,60,Noida,Uttar Pradesh,Business Owner,90238,697,1
121801,Dalbir Kulkarni,Female,39,Bhopal,Madhya Pradesh,Self Employed,144809,556,2
121802,Victor Vaidya,Male,23,Bengaluru,Karnataka,Business Owner,52303,697,0
121803,Jagvi Puri,Male,36,Kolkata,West Bengal,Business Owner,100112,728,0
121804,Chasmum Nagy,Male,31,Madurai,Tamil Nadu,Salaried,168608,649,0
121805,Eshana Majumdar,Male,53,Thane,Maharashtra,Self Employed,78106,754,1
121806,Ishaan Sahni,Female,28,Ahmedabad,Gujarat,Salaried,33883,693,1
121807,Oscar Handa,Male,28,Delhi,Delhi,Salaried,133719,652,0
121808,Aditya Halder,Male,27,Mysuru,Karnataka,Salaried,55215,543,0
121809,Viraj Raman,Female,36,Siliguri,West Bengal,Business Owner,163376,787,3
121810,Udyati Padmanabhan,Female,46,Nashik,Maharashtra,Professional,106140,630,4
121811,Balendra Vasa,Female,36,Vadodara,Gujarat,Business Owner,135305,561,4
121812,Garima Bhatt,Male,48,Kanpur,Uttar Pradesh,Professional,143428,536,4
121813,Tamanna Talwar,Female,46,Hubballi,Karnataka,Salaried,51744,569,4
121814,Tanish Sane,Male,59,Chennai,Tamil Nadu,Salaried,133894,707,2
121815,Nirja Bhatt,Female,24,New Delhi,Delhi,Salaried,24185,776,1
121816,Chavvi Ranganathan,Female,41,Rajkot,Gujarat,Salaried,60512,660,2
121817,Isha Patla,Male,49,Madurai,Tamil Nadu,Self Employed,124047,579,0
121818,Inaya Kapadia,Male,52,Hyderabad,Telangana,Professional,40690,645,0
121819,David Bassi,Male,46,Navi Mumbai,Maharashtra,Salaried,55335,737,1
121820,Nirja Sangha,Female,38,Mangaluru,Karnataka,Professional,27154,707,3
121821,Dayita Goswami,Female,23,Mumbai,Maharashtra,Business Owner,38662,668,0
121822,Eiravati Saxena,Male,57,Surat,Gujarat,Self Employed,132826,609,0
121823,Anjali Virk,Female,22,Jodhpur,Rajasthan,Salaried,133423,700,1
121824,Patrick Pradhan,Male,50,Udaipur,Rajasthan,Salaried,32789,618,0
121825,Karan Chaudhari,Male,46,New Delhi,Delhi,Business Owner,177924,737,1
121826,Hemani Jain,Female,55,Hyderabad,Telangana,Salaried,115684,715,1
121827,Zashil Majumdar,Male,27,Agra,Uttar Pradesh,Self Employed,31363,525,1
121828,Zayan Andra,Female,43,Siliguri,West Bengal,Professional,219999,712,2
121829,Gauri Sachar,Male,40,Mysuru,Karnataka,Self Employed,139309,720,0
121830,Barkha Garg,Female,46,Mysuru,Karnataka,Salaried,184392,763,0
121831,Nathaniel Patel,Male,53,Surat,Gujarat,Business Owner,143161,640,0
121832,Ganga Gara,Male,23,Jaipur,Rajasthan,Professional,145092,551,2
121833,Manthan Mahal,Female,41,Indore,Madhya Pradesh,Business Owner,45974,698,0
121834,Lakshit Guha,Female,26,Lucknow,Uttar Pradesh,Professional,114378,688,1
121835,Elijah Deshpande,Female,51,Vadodara,Gujarat,Business Owner,184247,694,1
121836,Baghyawati Hayer,Male,28,Lucknow,Uttar Pradesh,Salaried,26941,657,3
121837,Henry Munshi,Female,53,Indore,Madhya Pradesh,Professional,112053,760,0
121838,Hredhaan Batta,Female,21,Jaipur,Rajasthan,Salaried,142349,738,1
121839,Yatin Misra,Male,40,Chennai,Tamil Nadu,Professional,139804,814,1
121840,Dayamai De,Male,39,Jabalpur,Madhya Pradesh,Self Employed,160237,697,0
121841,David Mittal,Female,21,Surat,Gujarat,Business Owner,175139,695,4
121842,Jairaj Sathe,Male,52,Siliguri,West Bengal,Business Owner,212750,724,0
121843,Abha Chatterjee,Female,54,Agra,Uttar Pradesh,Professional,169567,734,1
121844,Yashodhara Jain,Male,40,Hyderabad,Telangana,Salaried,71438,822,0
121845,Chakrika Pingle,Male,58,Ahmedabad,Gujarat,Salaried,85957,732,0
121846,Isaac Ahuja,Male,60,Coimbatore,Tamil Nadu,Salaried,166942,791,0
121847,Siya Balasubramanian,Female,48,Siliguri,West Bengal,Salaried,113263,612,0
121848,Chaman Bhatt,Female,28,Jodhpur,Rajasthan,Professional,116518,658,1
121849,Oeshi Kapoor,Female,54,Delhi,Delhi,Salaried,177404,605,1
121850,Tanvi Sethi,Male,39,Mysuru,Karnataka,Salaried,63201,695,1
121851,Oeshi Dhar,Male,29,Indore,Madhya Pradesh,Salaried,160064,684,2
121852,Anjali Ramachandran,Female,33,Mysuru,Karnataka,Salaried,107888,725,0
121853,Sathvik Agate,Male,22,Vadodara,Gujarat,Self Employed,124679,744,0
121854,Manan Dalal,Male,54,Udaipur,Rajasthan,Self Employed,203684,660,0
121855,Parth Borah,Male,21,Pune,Maharashtra,Salaried,218558,823,0
121856,Veda Bala,Female,51,Kolkata,West Bengal,Business Owner,182075,748,3
121857,Nidhi Varghese,Female,22,Warangal,Telangana,Self Employed,21718,621,0
121858,Maya Mannan,Female,42,Mysuru,Karnataka,Salaried,200963,717,3
121859,Xalak Kota,Male,28,Kanpur,Uttar Pradesh,Salaried,134634,550,2
121860,Jasmit Sathe,Male,57,Coimbatore,Tamil Nadu,Business Owner,84407,693,0
121861,Rayaan Pau,Male,56,Mangaluru,Karnataka,Professional,48611,624,3
121862,Reyansh Chatterjee,Male,23,Vadodara,Gujarat,Salaried,29380,509,2
